id_venda;data_venda;cliente;email;cidade;uf;produto;categoria;quantidade;preco_unitario;forma_pagamento;status_pedido
V0191;2025-01-18;Thiago Moreira;thiago.moreira@email.com;CURITIBA;PR;Monitor 24;Eletrônicos;2;1099;Cartão de débito;Concluído
V0192;2025-01-25;Eduarda Alves;eduarda.alves@email.com;Fortaleza;CE;Notebook;Eletrônicos;3;3499.9;Pix;Concluído
V0193;2025-02-01;Lucas Ferreira;lucas.ferreira@email.com;Campinas;SP;Mesa escritório;Móveis;4;899.9;Cartão de crédito;Pendente
V0194;2025-02-08;Vanessa Araújo;vanessa.araujo@email.com;Belo Horizonte;MG;Teclado mecânico;Acessórios;5;389.5;Boleto;Cancelado
V0195;2025-02-15;Felipe Santos;felipe.santos@email.com;Recife;PE;Webcam;Eletrônicos;1;319;Cartão de débito;Concluído
V0196;2025-02-22;Mariana Oliveira;mariana.oliveira@email.com;Goiânia;GO;Cadeira ergonômica;Móveis;2;1490,00;Pix;Concluído
V0197;2025-03-01;William Carvalho;william.carvalho@email.com;Rio de Janeiro;RJ;Mouse sem fio;Acessórios;3;129.9;Cartão de crédito;Concluído
V0198;2025-03-08;Gabriela Costa;gabriela.costa@email.com;Salvador;BA;Headset;Acessórios;4;279.9;Boleto;Pendente
V0199;2025-03-15;Nicolas Barbosa;nicolas.barbosa@email.com;Porto Alegre;RS;Monitor 24;Eletrônicos;5;1099;Cartão de débito;Cancelado
V0200;2025-03-22;Ana Souza;ana.souza@email.com;São Paulo;SP;Notebook;Eletrônicos;1;3499.9;Pix;Concluído
V0201;2025-03-29;Henrique Martins;henrique.martins@email.com;Curitiba;PR;Mesa escritório;Móveis;2;899.9;Cartão de crédito;Concluído
V0202;2025-04-05;Patrícia Nunes;patricia.nunes@email.com;Fortaleza;CE;Teclado mecânico;Acessórios;3;389.5;Boleto;Concluído
V0203;2025-04-12;Bruno Lima;bruno.lima@email.com;Campinas;SP;Webcam;Eletrônicos;4;319;Cartão de débito;Pendente
V0204;2025-04-19;Isabela Ribeiro;isabela.ribeiro@email.com;Belo Horizonte;MG;Cadeira ergonômica;Móveis;;1490;Pix;Cancelado
V0205;2025-04-26;  RAFAEL TEIXEIRA ;rafael.teixeira@email.com;Recife;PE;Mouse sem fio;Acessórios;1;129.9;Cartão de crédito;Concluído
V0206;2025-05-03;Carla Mendes;carla.mendes@email.com;Goiânia;GO;Headset;acessórios;2;279.9;Boleto;Concluído
V0207;2025-05-10;João Pereira;joao.pereira@email.com;Rio de Janeiro;RJ;Monitor 24;Eletrônicos;3;1099;Cartão de débito;Concluído
V0208;2025-05-17;Sofia Cardoso;sofia.cardoso@email.com;Salvador;ba;Notebook;Eletrônicos;4;3499.9;Pix;Pendente
V0209;2025-05-24;Daniel Rocha;daniel.rocha@email.com;Porto Alegre;RS;Mesa escritório;Móveis;5;899,90;Cartão de crédito;Cancelado
V0210;2025-05-31;Karina Gomes;karina.gomes@email.com;SÃO PAULO;SP;Teclado mecânico;Acessórios;1;389.5;Boleto;Concluído
V0211;2025-06-07;Thiago Moreira;thiago.moreira@email.com;Curitiba;PR;Webcam;Eletrônicos;2;319;Cartão de débito;Concluído
V0212;2025-06-14;Eduarda Alves;eduarda.alves@email.com;Fortaleza;CE;Cadeira ergonômica;Móveis;3;1490;Pix;Concluído
V0213;2025-06-21;Lucas Ferreira;lucas.ferreira@email.com;Campinas;SP;Mouse sem fio;Acessórios;4;129.9;Cartão de crédito;Pendente
V0214;2025-06-28;Vanessa Araújo;vanessa.araujo@email.com;Belo Horizonte;MG;Headset;Acessórios;5;279.9;Boleto;Cancelado
V0215;2025-07-05;Felipe Santos;felipe.santos@email.com;Recife;PE;Monitor 24;Eletrônicos;1;1099;Cartão de débito;Concluído
V0216;2025-07-12;Mariana Oliveira;mariana.oliveira@email.com;Goiânia;GO;Notebook;Eletrônicos;2;3499.9;cartao credito;Concluído
V0217;2025-07-19;William Carvalho;william.carvalho@email.com;Rio de Janeiro;RJ;Mesa escritório;Móveis;3;899.9;Cartão de crédito;Concluído
V0218;2025-07-26;Gabriela Costa;email_invalido;Salvador;BA;Teclado mecânico;Acessórios;4;389.5;Boleto;Pendente
V0219;2025-08-02;Nicolas Barbosa;nicolas.barbosa@email.com;Porto Alegre;RS;Webcam;Eletrônicos;5;319;Cartão de débito;Cancelado
V0220;2025-08-09;Ana Souza;ana.souza@email.com;São Paulo;SP;Cadeira ergonômica;Móveis;1;1490;Pix;Concluído
V0221;2025-08-16;Henrique Martins;henrique.martins@email.com;Curitiba;PR;Mouse sem fio;Acessórios;2;129.9;Cartão de crédito;Concluído
V0222;2025-08-23;  PATRÍCIA NUNES ;patricia.nunes@email.com;Fortaleza;CE;Headset;Acessórios;3;279,90;Boleto;Concluído
V0223;30/08/2025;Bruno Lima;bruno.lima@email.com;Campinas;SP;Monitor 24;Eletrônicos;4;1099;Cartão de débito;Pendente
V0224;2025-09-06;Isabela Ribeiro;isabela.ribeiro@email.com;Belo Horizonte;MG;Notebook;Eletrônicos;5;3499.9;Pix;Cancelado
V0225;2025-09-13;Rafael Teixeira;rafael.teixeira@email.com;Recife;PE;Mesa escritório;Móveis;1;899.9;Cartão de crédito;Concluído
V0226;2025-09-20;Carla Mendes;carla.mendes@email.com;Goiânia;GO;Teclado mecânico;Acessórios;2;389.5;Boleto;Concluído
V0227;2025-09-27;João Pereira;joao.pereira@email.com;Rio de Janeiro;RJ;Webcam;Eletrônicos;3;319;Cartão de débito;Concluído
V0228;2025-10-04;Sofia Cardoso;sofia.cardoso@email.com;Salvador;BA;Cadeira ergonômica;Móveis;4;1490;Pix;Pendente
V0229;2025-10-11;Daniel Rocha;daniel.rocha@email.com;PORTO ALEGRE;RS;Mouse sem fio;Acessórios;5;129.9;Cartão de crédito;Cancelado
V0230;2025-10-18;Karina Gomes;karina.gomes@email.com;São Paulo;SP;Headset;Acessórios;1;279.9;Boleto;Concluído
V0231;2025-10-25;Thiago Moreira;thiago.moreira@email.com;Curitiba;pr;Monitor 24;Eletrônicos;2;1099;Cartão de débito;Concluído
V0232;2025-11-01;Eduarda Alves;eduarda.alves@email.com;Fortaleza;CE;Notebook;Eletrônicos;3;3499.9;Pix;Concluído
V0233;2025-11-08;Lucas Ferreira;lucas.ferreira@email.com;Campinas;SP;Mesa escritório;Móveis;;899.9;Cartão de crédito;Pendente
V0234;2025-11-15;Vanessa Araújo;vanessa.araujo@email.com;Belo Horizonte;MG;Teclado mecânico;Acessórios;5;389.5;Boleto;Cancelado
V0235;2025-11-22;Felipe Santos;felipe.santos@email.com;Recife;PE;Webcam;Eletrônicos;1;319,00;Cartão de débito;Concluído
V0236;2025-01-03;Mariana Oliveira;mariana.oliveira@email.com;Goiânia;GO;Cadeira ergonômica;Móveis;2;1490;Pix;concluido
V0237;2025-01-10;William Carvalho;william.carvalho@email.com;Rio de Janeiro;RJ;Mouse sem fio;Acessórios;3;129.9;Cartão de crédito;Concluído
V0238;2025-01-17;Gabriela Costa;gabriela.costa@email.com;Salvador;BA;Headset;Acessórios;4;279.9;Boleto;Pendente
V0239;2025-01-24;  NICOLAS BARBOSA ;nicolas.barbosa@email.com;Porto Alegre;RS;Monitor 24;Eletrônicos;5;1099;Cartão de débito;Cancelado
V0240;2025-01-31;Ana Souza;ana.souza@email.com;São Paulo;SP;Notebook;Eletrônicos;1;3499.9;Pix;Concluído
V0241;2025-02-07;Henrique Martins;henrique.martins@email.com;Curitiba;PR;Mesa escritório;Móveis;2;899.9;Cartão de crédito;Concluído
V0242;2025-02-14;Patrícia Nunes;patricia.nunes@email.com;Fortaleza;CE;Teclado mecânico;Acessórios;3;389.5;Boleto;Concluído
V0243;2025-02-21;Bruno Lima;bruno.lima@email.com;Campinas;SP;Webcam;Eletrônicos;4;319;Cartão de débito;Pendente
V0244;2025-02-28;Isabela Ribeiro;isabela.ribeiro@email.com;Belo Horizonte;MG;Cadeira ergonômica;Móveis;5;1490;Pix;Cancelado
V0245;2025-03-07;Rafael Teixeira;rafael.teixeira@email.com;Recife;PE;Mouse sem fio;Acessórios;1;129.9;Cartão de crédito;Concluído
V0246;2025-03-14;Carla Mendes;carla.mendes@email.com;Goiânia;GO;Headset;Acessórios;2;279.9;Boleto;Concluído
V0247;2025-03-21;João Pereira;joao.pereira@email.com;Rio de Janeiro;RJ;Monitor 24;eletrônicos;3;1099;Cartão de débito;Concluído
V0248;2025-03-28;Sofia Cardoso;sofia.cardoso@email.com;SALVADOR;BA;Notebook;Eletrônicos;4;3499,90;Pix;Pendente
V0249;2025-04-04;Daniel Rocha;email_invalido;Porto Alegre;RS;Mesa escritório;Móveis;5;899.9;Cartão de crédito;Cancelado
V0250;2025-04-11;Karina Gomes;karina.gomes@email.com;São Paulo;SP;Teclado mecânico;Acessórios;1;389.5;Boleto;Concluído
V0251;2025-04-18;Thiago Moreira;thiago.moreira@email.com;Curitiba;PR;Webcam;Eletrônicos;2;319;Cartão de débito;Concluído
V0252;2025-04-25;Eduarda Alves;eduarda.alves@email.com;Fortaleza;CE;Cadeira ergonômica;Móveis;3;1490;Pix;Concluído
V0253;2025-05-02;Lucas Ferreira;lucas.ferreira@email.com;Campinas;SP;Mouse sem fio;Acessórios;4;129.9;Cartão de crédito;Pendente
V0254;2025-05-09;Vanessa Araújo;vanessa.araujo@email.com;Belo Horizonte;mg;Headset;Acessórios;5;279.9;Boleto;Cancelado
V0255;2025-05-16;Felipe Santos;felipe.santos@email.com;Recife;PE;Monitor 24;Eletrônicos;1;1099;Cartão de débito;Concluído
V0256;2025-05-23;  MARIANA OLIVEIRA ;mariana.oliveira@email.com;Goiânia;GO;Notebook;Eletrônicos;2;3499.9;Pix;Concluído
V0257;2025-05-30;William Carvalho;william.carvalho@email.com;Rio de Janeiro;RJ;Mesa escritório;Móveis;3;899.9;Cartão de crédito;Concluído
V0258;2025-06-06;Gabriela Costa;gabriela.costa@email.com;Salvador;BA;Teclado mecânico;Acessórios;4;389.5;Boleto;Pendente
V0259;2025-06-13;Nicolas Barbosa;nicolas.barbosa@email.com;Porto Alegre;RS;Webcam;Eletrônicos;5;319;cartao credito;Cancelado
V0260;20/06/2025;Ana Souza;ana.souza@email.com;São Paulo;SP;Cadeira ergonômica;Móveis;1;1490;Pix;Concluído
V0261;2025-06-27;Henrique Martins;henrique.martins@email.com;Curitiba;PR;Mouse sem fio;Acessórios;2;129,90;Cartão de crédito;Concluído
V0262;2025-07-04;Patrícia Nunes;patricia.nunes@email.com;Fortaleza;CE;Headset;Acessórios;;279.9;Boleto;Concluído
V0263;2025-07-11;Bruno Lima;bruno.lima@email.com;Campinas;SP;Monitor 24;Eletrônicos;4;1099;Cartão de débito;Pendente
V0264;2025-07-18;Isabela Ribeiro;isabela.ribeiro@email.com;Belo Horizonte;MG;Notebook;Eletrônicos;5;3499.9;Pix;Cancelado
V0265;2025-07-25;Rafael Teixeira;rafael.teixeira@email.com;Recife;PE;Mesa escritório;Móveis;1;899.9;Cartão de crédito;Concluído
V0266;2025-08-01;Carla Mendes;carla.mendes@email.com;Goiânia;GO;Teclado mecânico;Acessórios;2;389.5;Boleto;Concluído
V0267;2025-08-08;João Pereira;joao.pereira@email.com;RIO DE JANEIRO;RJ;Webcam;Eletrônicos;3;319;Cartão de débito;Concluído
V0268;2025-08-15;Sofia Cardoso;sofia.cardoso@email.com;Salvador;BA;Cadeira ergonômica;Móveis;4;1490;Pix;Pendente
V0269;2025-08-22;Daniel Rocha;daniel.rocha@email.com;Porto Alegre;RS;Mouse sem fio;Acessórios;5;129.9;Cartão de crédito;Cancelado
V0270;2025-08-29;Karina Gomes;karina.gomes@email.com;São Paulo;SP;Headset;Acessórios;1;279.9;Boleto;Concluído
V0271;2025-09-05;Thiago Moreira;thiago.moreira@email.com;Curitiba;PR;Monitor 24;Eletrônicos;2;1099;Cartão de débito;Concluído
V0272;2025-09-12;Eduarda Alves;eduarda.alves@email.com;Fortaleza;CE;Notebook;Eletrônicos;3;3499.9;Pix;Concluído
V0273;2025-09-19;  LUCAS FERREIRA ;lucas.ferreira@email.com;Campinas;SP;Mesa escritório;Móveis;4;899.9;Cartão de crédito;Pendente
V0274;2025-09-26;Vanessa Araújo;vanessa.araujo@email.com;Belo Horizonte;MG;Teclado mecânico;Acessórios;5;389,50;Boleto;Cancelado
V0275;2025-10-03;Felipe Santos;felipe.santos@email.com;Recife;PE;Webcam;Eletrônicos;1;319;Cartão de débito;Concluído
V0276;2025-10-10;Mariana Oliveira;mariana.oliveira@email.com;Goiânia;GO;Cadeira ergonômica;Móveis;2;1490;Pix;Concluído
V0277;2025-10-17;William Carvalho;william.carvalho@email.com;Rio de Janeiro;rj;Mouse sem fio;Acessórios;3;129.9;Cartão de crédito;Concluído
V0278;2025-10-24;Gabriela Costa;gabriela.costa@email.com;Salvador;BA;Headset;Acessórios;4;279.9;Boleto;Pendente
V0279;2025-10-31;Nicolas Barbosa;nicolas.barbosa@email.com;Porto Alegre;RS;Monitor 24;Eletrônicos;5;1099;Cartão de débito;Cancelado
V0280;2025-11-07;Ana Souza;email_invalido;São Paulo;SP;Notebook;Eletrônicos;1;3499.9;Pix;Concluído
V0281;2025-11-14;Henrique Martins;henrique.martins@email.com;Curitiba;PR;Mesa escritório;Móveis;2;899.9;Cartão de crédito;Concluído
V0282;2025-11-21;Patrícia Nunes;patricia.nunes@email.com;Fortaleza;CE;Teclado mecânico;Acessórios;3;389.5;Boleto;Concluído
V0283;2025-01-02;Bruno Lima;bruno.lima@email.com;Campinas;SP;Webcam;Eletrônicos;4;319;Cartão de débito;concluido
V0284;2025-01-09;Isabela Ribeiro;isabela.ribeiro@email.com;Belo Horizonte;MG;Cadeira ergonômica;Móveis;5;1490;Pix;Cancelado
V0285;2025-01-16;Rafael Teixeira;rafael.teixeira@email.com;Recife;PE;Mouse sem fio;Acessórios;1;129.9;Cartão de crédito;Concluído
V0286;2025-01-23;Carla Mendes;carla.mendes@email.com;GOIÂNIA;GO;Headset;Acessórios;2;279.9;Boleto;Concluído
V0287;2025-01-30;João Pereira;joao.pereira@email.com;Rio de Janeiro;RJ;Monitor 24;Eletrônicos;3;1099,00;Cartão de débito;Concluído
V0288;2025-02-06;Sofia Cardoso;sofia.cardoso@email.com;Salvador;BA;Notebook;eletrônicos;4;3499.9;Pix;Pendente
V0289;2025-02-13;Daniel Rocha;daniel.rocha@email.com;Porto Alegre;RS;Mesa escritório;Móveis;5;899.9;Cartão de crédito;Cancelado
V0290;2025-02-20;  KARINA GOMES ;karina.gomes@email.com;São Paulo;SP;Teclado mecânico;Acessórios;1;389.5;Boleto;Concluído
V0291;2025-02-27;Thiago Moreira;thiago.moreira@email.com;Curitiba;PR;Webcam;Eletrônicos;;319;Cartão de débito;Concluído
V0292;2025-03-06;Eduarda Alves;eduarda.alves@email.com;Fortaleza;CE;Cadeira ergonômica;Móveis;3;1490;Pix;Concluído
V0005;2025-02-05;Rafael Teixeira;rafael.teixeira@email.com;Recife;PE;Mouse sem fio;Acessórios;1;129.9;Cartão de crédito;Concluído
V0019;2025-05-14;Nicolas Barbosa;nicolas.barbosa@email.com;Porto Alegre;RS;Webcam;Eletrônicos;5;319;Cartão de débito;Cancelado
V0053;2025-02-11;Lucas Ferreira;lucas.ferreira@email.com;Campinas;SP;Mouse sem fio;Acessórios;4;129,90;Cartão de crédito;Pendente
V0088;2025-10-14;Sofia Cardoso;sofia.cardoso@email.com;Salvador;BA;Notebook;Eletrônicos;;3499.9;Pix;Pendente
V0112;05/05/2025;Eduarda Alves;eduarda.alves@email.com;Fortaleza;CE;Notebook;Eletrônicos;3;3499.9;Pix;Concluído
V0157;2025-04-20;William Carvalho;william.carvalho@email.com;Rio de Janeiro;RJ;Mouse sem fio;Acessórios;3;129,90;Cartão de crédito;Concluído
V0211;2025-06-07;Thiago Moreira;thiago.moreira@email.com;Curitiba;PR;Webcam;Eletrônicos;2;319;Cartão de débito;Concluído
V0271;2025-09-05;Thiago Moreira;thiago.moreira@email.com;Curitiba;PR;Monitor 24;Eletrônicos;2;1099;Cartão de débito;Concluído
